cnpj;ano;sequencial
00038166000105;2026;414
00038174000143;2026;199
00038174000143;2026;200
00059311000126;2026;261
00059311000126;2026;263
00059311000126;2026;264
00059311000126;2026;265
00059311000126;2027;3
00091652000189;2026;187
00091652000189;2026;188
00091652000189;2026;191
00119784000171;2026;18
00126737000155;2026;49
00348003000110;2026;321
00348003000110;2026;426
00348003000110;2026;523
00378257000181;2026;5
00394411000109;2026;102
00394411000109;2026;123
00394411000109;2026;126
00394429000100;2025;1979
00394429000100;2025;3131
00394429000100;2025;3664
00394429000100;2026;1440
00394429000100;2026;1657
00394429000100;2026;1659
00394429000100;2026;399
00394429000100;2026;478
00394429000100;2026;52
00394429000100;2026;577
00394429000100;2026;583
00394429000100;2026;835
00394429000100;2026;911
00394452000103;2025;1761
00394452000103;2025;20708
00394452000103;2025;25219
00394452000103;2025;25456
00394452000103;2025;25480
00394452000103;2026;10330
00394452000103;2026;10609
00394452000103;2026;10697
00394452000103;2026;10815
00394452000103;2026;10818
00394452000103;2026;11340
00394452000103;2026;11428
00394452000103;2026;11585
00394452000103;2026;11655
00394452000103;2026;11668
00394452000103;2026;11921
00394452000103;2026;12015
00394452000103;2026;12062
00394452000103;2026;12395
00394452000103;2026;12655
00394452000103;2026;12675
00394452000103;2026;12722
00394452000103;2026;12724
00394452000103;2026;12749
00394452000103;2026;12803
00394452000103;2026;12811
00394452000103;2026;12861
00394452000103;2026;12865
00394452000103;2026;12951
00394452000103;2026;12964
00394452000103;2026;12992
00394452000103;2026;13010
00394452000103;2026;13057
00394452000103;2026;13126
00394452000103;2026;13220
00394452000103;2026;13221
00394452000103;2026;13237
00394452000103;2026;13268
00394452000103;2026;13694
00394452000103;2026;13703
00394452000103;2026;13718
00394452000103;2026;13753
00394452000103;2026;13777
00394452000103;2026;13790
00394452000103;2026;13811
00394452000103;2026;13812
00394452000103;2026;13814
00394452000103;2026;13817
00394452000103;2026;13820
00394452000103;2026;5578
00394452000103;2026;5666
00394452000103;2026;7270
00394452000103;2026;8290
00394452000103;2026;8994
00394452000103;2026;9729
00394452000103;2026;9943
00394494000136;2023;1003
00394494000136;2026;184
00394494000136;2026;355
00394494000136;2026;548
00394494000136;2026;676
00394494000136;2026;734
00394494000136;2026;736
00394494010441;2026;337
00394494010441;2026;539
00394502000144;2025;14652
00394502000144;2025;14715
00394502000144;2025;8257
00394502000144;2026;2030
00394502000144;2026;2051
00394502000144;2026;2121
00394502000144;2026;3485
00394502000144;2026;3686
00394502000144;2026;3815
00394502000144;2026;4565
00394502000144;2026;6263
00394502000144;2026;6296
00394502000144;2026;6656
00394502000144;2026;6683
00394502000144;2026;6695
00394502000144;2026;6703
00394502000144;2026;6707
00394502000144;2026;6852
00394502000144;2026;6922
00394502000144;2026;6988
00394502000144;2026;7138
00394502000144;2026;7198
00394502000144;2026;7223
00394502000144;2026;7225
00394502000144;2026;7233
00394502000144;2026;7245
00394502000144;2026;7263
00394502000144;2026;7305
00394502000144;2026;7328
00394502000144;2026;7339
00394502000144;2026;7353
00394502000144;2026;7378
00394502000144;2026;7415
00394502000144;2026;7434
00394502000144;2026;7449
00394502000144;2026;7526
00394502000144;2026;7551
00394502000144;2026;7556
00394502000144;2026;7570
00394502000144;2026;7620
00394502000144;2026;7666
00394502000144;2026;7670
00394502000144;2026;7671
00394502000144;2026;7688
00394502000144;2026;8066
00394502000144;2026;8067
00394502000144;2026;8071
00394502000144;2026;8075
00394502000144;2026;8079
00394502000144;2026;8090
00394502000144;2026;8091
00394502000144;2026;8108
00394502000144;2026;8110
00394502000144;2026;8121
00394502000144;2026;8122
00394502000144;2026;8125
00394502000144;2026;8135
00394502000144;2026;8138
00394502000144;2026;8145
00394502000144;2026;8156
00394502000144;2026;8158
00394502000144;2026;8159
00394502000144;2026;8166
00394502000144;2027;158
00394502002864;2025;3599
00394536000139;2026;176
00394536000139;2026;207
00394544000185;2025;709
00394544000185;2026;1048
00394544000185;2026;1126
00394544000185;2026;1203
00394544000185;2026;1208
00394544000185;2026;1443
00394544000185;2026;1444
00394544000185;2026;1445
00394544000185;2026;1446
00394544000185;2026;1447
00394544000185;2026;1449
00394544000185;2026;499
00394544000185;2026;942
00394700000108;2026;169
00394700000108;2026;247
00394700000108;2026;253
00394700000108;2026;254
00396895000125;2026;224
00399857000126;2026;163
00402552000126;2026;283
00402552000126;2026;297
00402552000126;2026;315
00402552000126;2026;316
00402552000126;2026;317
00418993000116;2026;31
00444232000139;2026;555
00444232000139;2026;739
00444232000139;2026;740
00444232000139;2026;741
00444232000139;2026;742
00444232000139;2026;743
00487140000136;2026;57
00487140000136;2026;58
00489828000155;2026;350
00497552001714;2026;13
00508903000188;2026;1149
00508903000188;2026;1162
00508903000188;2026;1184
00508903000188;2026;1206
00508903000188;2026;1207
00508903000188;2026;1239
00508903000188;2026;1348
00508903000188;2026;1352
00508903000188;2026;1353
00508903000188;2026;1354
00508903000188;2026;1355
00508903000188;2026;1356
00508903000188;2026;336
00508903000188;2026;929
00509018000113;2024;1864
00509018000113;2026;1329
00509018000113;2026;1422
00509018000113;2026;1455
00509018000113;2026;1547
00509018000113;2026;1549
00509018000113;2026;1550
00509018000113;2026;1551
00509018000113;2026;1553
00509018000113;2026;1554
00509018000113;2026;717
00509026000160;2026;52
00509968000148;2026;1612
00509968000148;2026;1682
00509968000148;2026;1875
00509968000148;2026;2102
00509968000148;2026;2255
00509968000148;2026;2257
00509968000148;2026;2259
00509968000148;2026;938
00530279000115;2024;184
00530352000159;2026;164
00531640000128;2026;71
00531640000128;2026;82
00531640000128;2026;83
00531640000128;2026;84
00531640000128;2026;85
00531954000120;2026;84
00700114000144;2026;66
00820295000142;2026;33
00820295000142;2026;40
00889834000108;2026;22
01010446000160;2026;45
01067479000146;2026;10
01067479000146;2026;41
01138330000100;2026;5
01263896000164;2026;433
01263896000164;2026;453
01263896000164;2026;464
01264142000129;2026;39
01286274000151;2026;2
01414440000158;2026;8
01567601000143;2026;109
01578616000107;2026;10
01604139000107;2024;3
01604139000107;2024;5
01604139000107;2025;13
01604139000107;2025;16
01604139000107;2025;36
01604139000107;2025;4
01604139000107;2025;58
01604139000107;2025;62
01604139000107;2026;6
01612911000132;2026;80
01615882000162;2026;57
02030715000112;2026;77
02030715000112;2026;94
02030715000112;2026;95
02304470000174;2026;76
02304470000174;2026;83
02313673000127;2026;66
02334933000140;2026;210
03204421000122;2026;148
03204421000122;2026;150
03230787000176;2025;109
03236066000173;2026;41
03566870000110;2026;37
03589068000146;2026;50
03589068000146;2026;55
03612122000127;2026;21
03966583000106;2026;5
03979663000198;2026;154
03979663000198;2026;155
03985113000181;2026;18
04034583000122;2026;38
04034872000121;2026;50
04034872000121;2026;64
04092672000125;2026;12
04104816000116;2025;284
04104816000116;2026;147
04104816000116;2026;190
04142491000166;2026;148
04238444000110;2026;19
04238444000110;2026;20
04279238000159;2026;187
04293700000172;2026;100
04293700000172;2026;101
04293700000172;2026;102
04293700000172;2026;103
04293700000172;2026;104
04293700000172;2026;105
04293700000172;2026;106
04293700000172;2026;107
04293700000172;2026;99
04539825000130;2026;3
04696490000163;2024;394
04798328000156;2026;16
04884574000120;2026;9
04892707001425;2026;12
04892707001778;2026;8
04892707002073;2026;8
04892707002154;2026;17
04898488000177;2026;37
04903587000108;2026;25
05054929005003;2026;8
05067810000189;2026;20
05288790000176;2026;125
05288790000176;2026;27
05440725000114;2026;29
05440725000114;2026;37
05500193000163;2026;10
05522917000170;2026;102
05522917000170;2026;114
05526783000165;2026;48
05537116000188;2026;4
05553216000106;2026;22
05563306000170;2026;24
05658440000154;2026;43
05658440000154;2026;45
05658440000154;2026;47
05780030000181;2026;57
05818935000101;2026;54
05853163000130;2026;118
05853163000130;2026;277
05853163000130;2026;280
05901308000121;2026;31
05901308000121;2026;32
05901702000160;2026;14
05901702000160;2026;15
05901702000160;2026;16
05903125000145;2026;220
05903125000145;2026;222
05903125000145;2026;223
05940740000121;2026;115
05940740000121;2026;148
05943030000155;2026;179
05943030000155;2026;181
05959999000114;2026;40
05959999000114;2026;84
05962421000117;2026;40
05995766000177;2025;87
06028316000178;2026;4
06060724000107;2026;6
06279103000119;2026;7
06517387000134;2026;22
06517387000134;2026;23
06553572000184;2026;123
06553804000102;2026;75
06553804000102;2026;76
06553804000102;2026;77
06553804000102;2026;78
06553804000102;2026;79
06981344000105;2026;84
07226794000155;2026;79
07248660000135;2026;51
07272636000131;2026;47
07272636000131;2026;74
07615750000117;2026;75
07954480000179;2025;25205
07954480000179;2025;25652
07954480000179;2025;25793
07954480000179;2025;9376
07954480000179;2026;11382
07954480000179;2026;17717
07954480000179;2026;18417
07954480000179;2026;7302
07954605000160;2025;557
07954605000160;2026;587
07954605000160;2026;693
08241754010299;2026;13
08241788000130;2025;190
08241788000130;2026;47
08258295000102;2026;39
08434600000170;2026;29
08755269000190;2026;14
08761140000194;2025;447
08778268000160;2026;265
08778326000156;2026;43
08920673000171;2026;22
09034960000147;2026;71
09125444000128;2026;37
09283110000182;2026;90
09283110000182;2026;91
09773169000159;2026;70
10091536000113;2026;196
10260222000105;2026;266
10260222000105;2026;271
10260222000105;2026;284
10338929000189;2026;4
10517563000105;2026;26
10572022000180;2025;517
10572022000180;2026;318
10572022000180;2026;364
10626896000172;2026;177
10626896000172;2026;178
10635424000186;2026;132
10637926000146;2026;162
10637926000146;2026;163
10637926000146;2027;2
10648539000105;2026;135
10651417000178;2026;106
10652179000115;2026;137
10652179000115;2026;173
10695891000100;2026;51
10724903000179;2026;133
10729992000146;2026;112
10729992000146;2026;118
10735145000194;2026;152
10735145000194;2026;154
10735145000194;2026;155
10735145000194;2026;163
10735145000194;2026;164
10742006000198;2026;65
10764307000112;2026;118
10764307000112;2026;119
10767239000145;2026;53
10767239000145;2026;70
10770641000189;2026;42
10779511000107;2026;126
10784782000150;2026;186
10784782000150;2026;252
10792928000100;2026;84
10825373000155;2026;106
10825373000155;2026;62
10838653000106;2026;362
10870883000144;2026;47
10877412000168;2026;104
10877412000168;2026;133
10877412000168;2026;135
10882594000165;2026;258
10882594000165;2026;30
10882594000165;2026;344
11049830000120;2026;270
11118393000159;2026;21
11251832000105;2025;140
11251832000105;2026;1
11274930000150;2026;8
11439520000111;2026;33
11439520000111;2026;34
11439520000111;2026;35
11934211000118;2026;25
11934211000118;2026;26
12105376000140;2026;15
12176046000145;2026;32
12397930000100;2026;6
12474705000120;2026;256
12671814000137;2025;106
13031547000104;2025;43
13089639000137;2026;2
13100722000160;2026;57
13676986000166;2026;30
13811476000154;2026;147
13835558000309;2026;14
13864377000130;2025;1968
13864377000130;2026;1002
13864377000130;2026;693
13864377000130;2026;694
13864377000130;2026;703
13864377000130;2026;724
13864377000130;2026;745
13864377000130;2026;835
13864377000130;2026;864
13864377000130;2026;879
13864377000130;2026;892
13927801000300;2026;55
13927801000300;2026;59
13937032000160;2024;1166
13950733000139;2026;50
14217327000124;2026;111
14674402000186;2026;24
14814139000183;2026;79
14846532000159;2026;7
14921092000157;2026;102
14921092000157;2026;103
14921282000174;2026;17
14981648000109;2026;7
15126437000305;2025;3560
15126437000305;2025;3949
15126437000305;2025;4497
15126437000305;2025;4563
15126437000305;2026;1130
15126437000305;2026;1151
15126437000305;2026;1213
15126437000305;2026;1308
15126437000305;2026;1327
15126437000305;2026;1330
